1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,17.a,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,version
18966,4,0,"58:Woman,58:Man,28:Man,24:Man",Ohev Shalom,3 to 5 years,Employed,Yes,United States,English,Low sugar (diabetic),Very satisfied,1-2 meals,25%,n/a,"I feel more food secure,I have access to more nutritious food",No,,"Yes, my food needs are being met",n/a,I do not receive benefits from other agencies or individuals,No,Sometimes true,Sometimes true,No,No,No,[List],Yes,Yes,No,No,Yes,I a blessed by the JRA. thank you. Joan,A
19401,2,0,"57:Man,75:Woman",Social worker,1 to 3 years,Disabled,Yes,United States,English,"Low salt,Low cholesterol,Low fat,Low sugar (diabetic),Gluten-free,Nut-free,Phosphorus",n/a,3-4 meals,75%,"dried beans, soup mix, oatmeal, chick peas","I feel more food secure,I have access to more nutritious food,I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own",No,,"No, my food needs are not being met","I have dietary restrictions (diabetes etc.),I am not able to prepare the food myself","Food stamps (SNAP),Disability (SSD)",No,Sometimes true,Sometimes true,No,No,No,No,n/a,I do not identify as Jewish,No,No,No,We gratefully appreciate all that you do. There are not any words to express our appreciation. Can not thank you enough!,A
19116,1,0,:Woman,Friend or neighbor (word of mouth),5 to 10 years,Retired,No,United States,English,I have no special dietary needs,Satisfied,5-6 meals,75%,"soup mix, matzo ball soup mix",I am able to pay my other bills (medical etc.),[List],Almond Milk,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Mitzvah Food Program (food package),Free or reduced price lunch",Yes,Never true,Never true,No,n/a,No,[List],Yes,Yes,No,No,Yes,I appreciate all services JRA has provided over the last several years.,A
19053,2,0,"83:Man,83:Woman",Social worker,1 to 3 years,Retired,No,United States,English,I have no special dietary needs,Satisfied,3-4 meals,100%,n/a,I feel more food secure,No,,"No, my food needs are not being met","I do not like the food choices available,soups",Free or reduced price lunch,No,Sometimes true,Sometimes true,Yes:Some months but not every month,Yes,No,No,I do not identify as Jewish,I do not identify as Jewish,No,No,Yes,n/a,A
19120,1,0,63:Man,Social worker,Less than one year,Disabled,No,n/a,English,Low sugar (diabetic),Very satisfied,3-4 meals,100%,n/a,"I feel more food secure,I have access to more nutritious food",[List],Almond Milk,"Yes, my food needs are being met","I have dietary restrictions (diabetes etc.),I am not able to prepare the food myself","Food stamps (SNAP),Supplemental Security Income (SSI)",Yes,Don't know,Often true,Yes:Some months but not every month,Yes,No,No,I do not identify as Jewish,Yes,No,No,No,n/a,A
19152-2552,1,0,59:Woman,saw boxes come in for 16 yrs,Less than one year,"Unemployed,Disabled",No,United States,English,I have no special dietary needs,Satisfied,1-2 meals,50%,n/a,"I have enough food to eat each month,I feel more food secure",[List],n/a,"Yes, my food needs are being met","I need whole milk, bread if you're giving cereal.","Food stamps (SNAP),Disability (SSD)",No,Sometimes true,Sometimes true,Yes:Some months but not every month,Yes,Yes,No,n/a,I do not identify as Jewish,No,No,Yes,n/a,A
18966,2,0,"69:Man,59:Woman",Social worker,1 to 3 years,Retired,No,United States,English,I have no special dietary needs,Neutral,5-6 meals,75%,"white rice, ""tuna in oil""","I am able to pay my other bills (medical etc.),I feel more food secure,I have access to more nutritious food",[List],"Almond Milk,Soy Milk","Yes, my food needs are being met",I am not able to prepare the food myself,"Food stamps (SNAP),Mitzvah Food Program (food package),Jewish Family and Children’s Services (JFCS),Social Security",Yes,n/a,n/a,No,No,No,[List],No,Yes,No,No,Yes,I use honey a lot.,A
19152,n/a,0,n/a,Friend or neighbor (word of mouth),1 to 3 years,Retired,No,United States,English,"Low salt,Low cholesterol,Low fat",Very satisfied,7 or more meals,100%,n/a,"I have enough food to eat each month,I have access to more nutritious food",[List],Almond Milk,"Yes, my food needs are being met",n/a,Social Security,No,Never true,Never true,No,Don't know,No,No,I do not identify as Jewish,I do not identify as Jewish,No,No,Yes,n/a,A
19053,1,0,83:Man,Social worker,3 to 5 years,Retired,No,n/a,English,Low salt,Satisfied,1-2 meals,50%,n/a,I have access to more nutritious food,No,,"No, my food needs are not being met",I do not like the food choices available,"Food stamps (SNAP),Social Security,Free or reduced price lunch",No,Never true,Never true,No,No,No,[List],No,Yes,No,No,Yes,n/a,A
19149,1,0,54:Man,Social worker,3 to 5 years,Disabled,n/a,United States,English,Low salt,Very satisfied,1-2 meals,50%,"carrots, almonds, peanuts, sardines, grape juice, gelfish","I have enough food to eat each month,I am able to pay my other bills (medical etc.),I feel more food secure,I have access to more nutritious food",No,,"No, my food needs are not being met","The quantity of food I receive is not sufficient,frozen dinners, ready to eat frozen chicken breast pieces, potatoes, cookies, ",I do not receive benefits from other agencies or individuals,Yes,Often true,Sometimes true,Yes:Almost every month,Yes,Yes,No,I do not identify as Jewish,I do not identify as Jewish,No,No,Yes,JRA has helped me out a lot with the foods that I am able to use and sometimes I am able to get 2 meals out of the box they send me once a month. thank you,A
19116,1,0,74:Woman,Social worker,5 to 10 years,Retired,No,n/a,English,Low sugar (diabetic),Satisfied,1-2 meals,50%,n/a,I am unable to get to the grocery store due to lack of transportation and JRA brings me food that I am unable to get on my own,No,,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Social Security,Supplemental Security Income (SSI)",n/a,Never true,Never true,No,No,No,No,No,No,No,No,Yes,Everything is very good thank you.,A
19116-2176,1,0,83:Man,Social worker,1 to 3 years,Retired,No,United States,English,I have no special dietary needs,Very satisfied,1-2 meals,100%,n/a,"I have enough food to eat each month,I am able to pay my other bills (medical etc.),I feel more food secure,I have access to more nutritious food",No,,"Yes, my food needs are being met","The quantity of food I receive is not sufficient,I do not like the food choices available","Food stamps (SNAP),Social Security,Mitzvah Food Program (food package),Kosher or other Meals on Wheels,Energy Assistance (LIHEAP),Free or reduced price lunch",Yes,Often true,Often true,No,Yes,Yes,[List],n/a,Yes,No,No,Yes,n/a,A
19131,11,0,65:Woman,Friend or neighbor (word of mouth),1 to 3 years,Retired,No,United States,English,"Low salt,Low cholesterol,Low sugar (diabetic)",Satisfied,1-2 meals,75%,n/a,"I have enough food to eat each month,I am able to pay my other bills (medical etc.),I feel more food secure",[List],Almond Milk,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Social Security",No,Never true,Never true,No,No,No,No,n/a,I do not identify as Jewish,No,No,Yes,"The services always comes on time, thank you for your service.",A
19116-2173,1,0,88:Woman,Social worker,1 to 3 years,Retired,No,United States,English,I have no special dietary needs,Very satisfied,3-4 meals,100%,n/a,"I am able to pay my other bills (medical etc.),I feel more food secure",No,,"No, my food needs are not being met",The quantity of food I receive is not sufficient,"PCA Services,I do not receive benefits from other agencies or individuals",Yes,Never true,Never true,No,No,No,No,n/a,n/a,n/a,No,Yes,"Thank you for what I recieve, it helps my spending money (I have very little of) on the what I recieve and use.",A
19116,1,0,72:Man,Social worker,More than 10 years,"Disabled,Retired",No,Ukraine,Russian,Low salt,Somewhat dissatisfied,3-4 meals,75%,n/a,"I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own,I am unable to get to the grocery store due to lack of transportation and JRA brings me food that I am unable to get on my own",n/a,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,[List],Yes,Yes,No,No,Yes,n/a,A
19027,1,0,77:Woman,Social worker,1 to 3 years,Disabled,No,United States,English,"Low salt,Low cholesterol",Satisfied,3-4 meals,50%,"waxed beans, white rice, sweet potatoes","I am unable to get to the grocery store due to lack of transportation and JRA brings me food that I am unable to get on my own,I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own,I have access to more nutritious food,I feel more food secure",[List],Almond Milk,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Social Security,Cook for a Friend Meal Delivery",Yes,Never true,Sometimes true,No,No,No,[List],Yes,Yes,No,No,Yes,"thank you God Bless you all, much appreciated",A
19115,1,0,63:Woman,I don't remember it was many years ago.,More than 10 years,Disabled,Yes,Russia,Russian,I have no special dietary needs,Satisfied,3-4 meals,75%,Canned peaches and pineapples,I have enough food to eat each month,[List],n/a,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Social Security",n/a,n/a,n/a,n/a,n/a,n/a,[List],Yes,Yes,No,No,Yes,n/a,A
19116,2,0,"71:Man,73:Woman",Social worker,More than 10 years,Retired,No,Ukraine,Russian,Low cholesterol,Satisfied,1-2 meals,75%,pasta and cereal,"I have enough food to eat each month,I am able to pay my other bills (medical etc.)",[List],"Coconut Milk,Soy Milk","Yes, my food needs are being met",I have dietary restrictions (diabetes etc.),"Food stamps (SNAP),Social Security,Mitzvah Food Program (food package),Disability (SSD),Energy Assistance (LIHEAP)",No,Never true,Never true,No,No,No,[List],Yes,Yes,No,No,Yes,Thank you for what you are doing for us. ,A
19115,2,0,"71:Man,70:Woman",Social worker,1 to 3 years,Retired,No,Ukraine,Russian,"Low salt,Low cholesterol,Nut-free",Very satisfied,3-4 meals,100%,n/a,"I have enough food to eat each month,I feel more food secure,I am able to pay my other bills (medical etc.)",No,,"Yes, my food needs are being met",n/a,Social Security,No,Never true,Never true,No,No,No,[List],Yes,Yes,No,No,Yes,n/a,A
19152,1,0,82:Woman,Friend or neighbor (word of mouth),1 to 3 years,Retired,n/a,Ukraine,Ukrainian,I have no special dietary needs,Satisfied,3-4 meals,100%,n/a,I am able to pay my other bills (medical etc.),[List],"Coconut Milk,Soy Milk","Yes, my food needs are being met",n/a,"Food stamps (SNAP),Free or reduced price lunch,Supplemental Security Income (SSI)",No,Never true,Sometimes true,No,No,No,No,n/a,I do not identify as Jewish,No,No,Yes,n/a,A
19115,1,0,83:Woman,n/a,3 to 5 years,n/a,n/a,Ukraine,Russian,n/a,Very satisfied,1-2 meals,100%,n/a,"I have enough food to eat each month,I am able to pay my other bills (medical etc.),I feel more food secure,I have access to more nutritious food,I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own,I am unable to get to the grocery store due to lack of transportation and JRA brings me food that I am unable to get on my own",n/a,,n/a,n/a,n/a,No,n/a,n/a,Yes:Some months but not every month,n/a,n/a,[List],Yes,Yes,Yes,n/a,Yes,n/a,A
19152,1,0,:Woman,Social worker,3 to 5 years,Unemployed,No,Russia,Russian,Low salt,Neutral,5-6 meals,75%,beans in cans,I am able to pay my other bills (medical etc.),[List],n/a,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Social Security",No,Sometimes true,Sometimes true,No,No,No,[List],Yes,Yes,No,No,Yes,n/a,A
19116,1,0,:Man,Friend or neighbor (word of mouth),5 to 10 years,Retired,n/a,Belarus,Russian,Low cholesterol,Satisfied,n/a,100%,canned goods,I am able to pay my other bills (medical etc.),n/a,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,[List],Yes,Yes,No,No,Yes,n/a,A
19115,1,0,70:Woman,daughter,1 to 3 years,Unemployed,n/a,Ukraine,Russian,I have no special dietary needs,Very satisfied,3-4 meals,100%,n/a,I feel more food secure,n/a,,"Yes, my food needs are being met",n/a,I do not receive benefits from other agencies or individuals,n/a,n/a,n/a,No,No,n/a,[List],Yes,Yes,No,No,Yes,n/a,A
19115,1,0,"90:Man,88:Woman",Social worker,5 to 10 years,Unemployed,Yes,Ukraine,Russian,"Low salt,Low cholesterol",Very satisfied,5-6 meals,75%,n/a,"I have enough food to eat each month,I feel more food secure,I have access to more nutritious food",[List],n/a,"Yes, my food needs are being met",I have dietary restrictions (diabetes etc.),"Food stamps (SNAP),Supplemental Security Income (SSI)",No,Never true,Never true,No,No,No,[List],Yes,Yes,No,No,Yes,n/a,A
19020,1,1,"92:Man,93:Woman",Friend or neighbor (word of mouth),5 to 10 years,Retired,No,Russia,Russian,Low fat,Somewhat dissatisfied,3-4 meals,75%,canned goods,I have access to more nutritious food,No,,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Energy Assistance (LIHEAP),Supplemental Security Income (SSI)",No,Never true,Often true,No,No,No,[List],n/a,No,No,n/a,Yes,n/a,A
19111,2,0,"82:Man,80:Woman",Friend or neighbor (word of mouth),More than 10 years,n/a,No,Ukraine,Russian,Low sugar (diabetic),Satisfied,5-6 meals,100%,n/a,I have access to more nutritious food,No,,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Social Security,Supplemental Security Income (SSI)",No,n/a,n/a,n/a,n/a,n/a,[List],Yes,Yes,No,No,Yes,n/a,A
19040,2,1,"51:Man,47:Woman,17:Woman",Friend or neighbor (word of mouth),3 to 5 years,Employed,Yes,Ukraine,Romanian,I have no special dietary needs,Satisfied,5-6 meals,75%,cereal,I am able to pay my other bills (medical etc.),[List],Almond Milk,"Yes, my food needs are being met",n/a,I do not receive benefits from other agencies or individuals,No,Never true,Never true,No,No,No,No,No,Yes,No,No,Yes,smiley heart face,A
19115,1,0,81:Woman,Social worker,More than 10 years,Retired,n/a,Ukraine,Russian,"Low cholesterol,Low sugar (diabetic)",Satisfied,3-4 meals,100%,n/a,"I have enough food to eat each month,I feel more food secure",[List],Almond Milk,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Energy Assistance (LIHEAP),Supplemental Security Income (SSI)",Yes,Sometimes true,Sometimes true,No,No,n/a,[List],Yes,Yes,Yes,n/a,Yes,n/a,A
19115,1,0,73:Woman,Friend or neighbor (word of mouth),3 to 5 years,Retired,n/a,Moldova,Russian,I have no special dietary needs,Very satisfied,3-4 meals,75%,cereal,"I have enough food to eat each month,I feel more food secure,I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own",No,,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Energy Assistance (LIHEAP),Supplemental Security Income (SSI)",No,Never true,Never true,No,No,No,No,Yes,Yes,No,No,Yes,n/a,A
